Charter number,Year and quarter,Year,Quarter ,Credit Union name,Street  (Mailing address),City  (Mailing address),State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits, 4 quarter growth  (%)","Total loans,  4 quarter growth  (%)","Total assets,  4 quarter growth  (%)","Members, 4 quarter growth  (%)","Net worth,  4 quarter growth (excludes CECL transition provision) (%)",NCUA internal ID (join_number)
67511,2024.1,2024,1,TEXAS DPS,PO Box 15346,Austin,TX,78761,FISCU,2,No,5787,96755711,58954167,86140129,0.54,10.59,68.44,-4.56,-7.32,-3.34,-1.3,6.54,22672
67512,2024.1,2024,1,STAR OF TEXAS,114 E huntland dr,austin,TX,78752,FISCU,2,Yes,2773,65061434,49394885,51780231,6.06,17.79,95.39,3.15,3.58,7.74,2.74,21.2,22660
67516,2024.1,2024,1,HOCKLEY COUNTY SCHOOL EMPLOYEES,504 Clubview Dr,Levelland,TX,79336,FISCU,2,No,3549,38256710,22218421,32900794,0.01,11.32,67.53,2.5,3.32,3.3,3.62,2.0,22874
67517,2024.1,2024,1,METRO MEDICAL,8200 Brookriver Dr Ste N110,Dallas,TX,75247,FISCU,2,Yes,6490,84154291,27407832,71292290,-0.5,14.86,38.44,-9.77,22.11,-8.43,0.2,4.6,22778
67519,2024.1,2024,1,LINKAGE,4527 SPEIGHT AVE,WACO,TX,76711,FISCU,2,Yes,2167,18806819,10873121,15681654,-0.16,16.52,69.34,-1.75,-1.14,-1.13,-1.19,2.26,22721
67520,2024.1,2024,1,SWEETEX,PO Box 2312,Longview,TX,75606,FISCU,2,No,763,9934035,3400898,6360338,0.15,35.49,53.47,-10.95,-7.55,-7.84,-3.42,0.1,22710
67521,2024.1,2024,1,GUARDIANS,3469 SUMMIT BLVD,WEST PALM BEACH,FL,33406,FISCU,2,Yes,36775,293716555,222430951,246501016,0.85,13.04,90.24,-5.21,3.57,-3.89,0.68,9.36,22521
67531,2024.1,2024,1,DEL RIO S.P.,106 N MAIN ST,DEL RIO,TX,78840,FISCU,2,No,754,3464173,837256,2186049,-0.41,36.67,38.3,-5.3,23.61,-4.25,-1.95,-1.96,22725
67532,2024.1,2024,1,FORT WORTH CITY,PO BOX 100099,FORT WORTH,TX,76185,FISCU,2,Yes,15335,307538353,155780686,270365481,1.01,11.79,57.62,-0.32,12.46,0.81,2.33,6.62,22645
67534,2024.1,2024,1,ODESSA EMPLOYEES,1006 E 7th St,Odessa,TX,79761,FISCU,2,Yes,1333,20004044,10300769,16745466,1.2,14.92,61.51,2.4,16.3,2.52,5.04,6.06,22884
67535,2024.1,2024,1,DATCU,PO BOX 827,DENTON,TX,76202,FISCU,2,No,107478,1600573246,1338371001,1340569131,1.1,15.58,99.84,0.26,-1.88,1.25,0.94,6.47,22867
67537,2024.1,2024,1,LCRA,P O Box 19138,Austin,TX,78760,FISCU,2,No,2311,21889744,14907367,18235260,0.49,14.34,81.75,-11.71,-8.85,-10.25,-2.82,3.9,22810
67538,2024.1,2024,1,MEMBERSFIRST,PO Box 33189,Decatur,GA,30033,FISCU,2,No,28432,406999954,279028315,359333807,0.56,10.51,77.65,8.02,5.26,8.53,-3.82,9.82,21815
67541,2024.1,2024,1,LIBERTY BAY,300 Granite St Fl 3,Braintree,MA,02184,FISCU,1,No,23803,795359646,615847436,538586438,0.29,14.58,114.35,-2.3,9.55,6.15,-0.24,2.8,24333
67542,2024.1,2024,1,FIRST PRIORITY,3165 S 27th Street,Abilene,TX,79605,FISCU,2,Yes,1311,21016156,9192330,19039375,1.22,9.51,48.28,-3.0,-5.95,-1.86,-0.68,12.85,22661
67544,2024.1,2024,1,BAYLOR HEALTH CARE SYSTEM,4005 Crutcher St Ste 130,Dallas,TX,75246,FISCU,2,No,5119,82896885,49610961,67388887,0.14,20.06,73.62,-11.82,4.28,-8.67,1.35,4.05,22696
67545,2024.1,2024,1,MATAGORDA COUNTY,3700 Avenue F,Bay City,TX,77414,FISCU,2,No,2477,34612205,15377133,29731417,1.45,13.89,51.72,-3.43,6.82,-1.96,-1.47,12.28,22989
67547,2024.1,2024,1,DALLAS U.P. EMPLOYEES,PO Box 41025,Dallas,TX,75241,FISCU,2,No,1415,24736172,17128180,18903163,1.2,23.29,90.61,-3.07,10.43,-3.21,1.29,6.78,22802
67549,2024.1,2024,1,MIDWESTERN STATE UNIVERSITY,3410 Taft Blvd,Wichita Falls,TX,76308,FISCU,2,Yes,893,5265296,2672249,4500385,0.41,13.0,59.38,-6.15,-16.32,-5.12,0.68,1.63,22757
67550,2024.1,2024,1,SOUTHWEST 66,PO BOX 12010,ODESSA,TX,79768,FISCU,2,Yes,9017,104770440,71472578,92717627,0.38,10.97,77.09,2.73,4.83,3.31,-5.49,3.26,22650
67554,2024.1,2024,1,POSTEL FAMILY,1300 Broad St,Wichita Falls,TX,76301,FISCU,2,No,5754,73197011,38770366,65057985,0.15,10.58,59.59,-3.58,6.89,-3.35,-1.37,2.76,22768
67558,2024.1,2024,1,COMMUNITY CREDIT UNION OF LYNN,1 ANDREW STREET,LYNN,MA,01901,FISCU,1,Yes,3726,166977593,117481635,138085209,-0.78,8.62,85.08,4.32,5.62,6.18,33.69,-1.48,24209
67561,2024.1,2024,1,FLORIDA RURAL ELECTRIC,P.O. BOX 1697,TALLAHASSEE,FL,32302,FISCU,2,No,2959,28447029,21129268,22436994,0.46,21.34,94.17,-4.08,-4.44,-2.78,-0.54,2.92,22633
67563,2024.1,2024,1,HARRIS EMPLOYEES,315 West 12th Ave,Cordele,GA,31015,FISCU,2,No,184,677984,409176,448717,-1.17,31.96,91.19,-16.03,0.79,-12.58,-8.0,-2.61,21758
67564,2024.1,2024,1,THE WRIGHT,PO Box 238,Toccoa,GA,30577,FISCU,2,No,1795,16457404,9970565,13669414,0.18,16.72,72.94,-7.72,15.69,-5.04,0.45,11.6,21809
67573,2024.1,2024,1,TEMPLE SANTA FE COMMUNITY,1750 W avenue A,Temple,TX,76504,FISCU,2,No,1702,22577292,12790835,20695918,0.18,8.18,61.8,-3.53,2.83,-2.26,-1.45,6.32,22684
67574,2024.1,2024,1,BEAUMONT COMMUNITY,660 South M L King Jr Pkwy,Beaumont,TX,77701,FISCU,2,Yes,3633,32442813,12429225,27933846,1.73,13.09,44.5,-8.31,3.42,-6.29,-5.88,12.66,22951
67576,2024.1,2024,1,COOPERATIVE TEACHERS,1424 W Southwest Loop 323,Tyler,TX,75701,FISCU,2,No,7191,121335028,81568314,98889759,-0.14,7.41,82.48,4.53,-14.05,2.69,-4.97,1.05,22718
67578,2024.1,2024,1,NCE,"901 LEOPARD STREET, COUNTY COURTHOU",CORPUS CHRISTI,TX,78401,FISCU,2,Yes,1415,5630928,3035636,4413432,1.26,21.24,68.78,-0.1,-11.32,1.09,-1.87,5.42,22991
67579,2024.1,2024,1,TEX MEX,1420 Cedar Ave,Laredo,TX,78040,FISCU,2,Yes,3954,10191600,6448807,7176349,1.32,26.53,89.86,-25.86,5.99,-17.87,-3.63,0.68,22814
67581,2024.1,2024,1,CABOT COMMUNITY,PO Box 2217,Pampa,TX,79066,FISCU,2,No,4462,40866191,31465404,34961212,2.29,13.21,90.0,3.98,7.09,5.54,-2.32,23.02,22780
67587,2024.1,2024,1,UNITED,4901 Old Jacksonville Hwy,Tyler,TX,75703,FISCU,2,Yes,2226,27662107,17552608,25562367,1.0,7.19,68.67,-8.36,-14.71,-8.1,-2.67,-8.73,22663
67592,2024.1,2024,1,WEST TEXAS,4301 Mission Blvd,Odessa,TX,79765,FISCU,2,Yes,4848,62831247,33200235,55912715,0.47,10.11,59.38,-7.22,2.85,-5.45,-1.64,7.6,22711
67599,2024.1,2024,1,ALLCOM,36 Park Ave,Worcester,MA,01609,FISCU,1,No,4022,80444962,44182791,68031934,0.62,15.63,64.94,-3.11,-3.16,-1.21,-2.52,4.95,24200
67602,2024.1,2024,1,CEN TEX MANUFACTURING,P.O. Box 1452,Brownwood,TX,76804,FISCU,2,No,1365,13953085,9675984,10841073,1.64,21.29,89.25,-8.52,-0.2,-4.86,-0.8,8.79,22992
67604,2024.1,2024,1,TRAVIS COUNTY,1101 N IH 35,Austin,TX,78702,FISCU,2,Yes,3258,40782678,27284181,36916017,0.75,8.81,73.91,-4.47,-3.36,-3.13,3.04,10.49,22678
67605,2024.1,2024,1,ST. ANNE'S,"PO Box O, So. Station",Fall River,MA,02724,FISCU,1,Yes,57377,1289310626,902096596,1006506683,0.1,9.25,89.63,2.91,18.14,9.99,0.74,1.05,24325
67608,2024.1,2024,1,UPS EMPLOYEES,1814 E BROOKS RD,MEMPHIS,TN,38116,FISCU,2,No,6075,41770847,32020826,33084098,2.22,20.33,96.79,5.76,3.58,6.83,3.05,11.5,24069
67609,2024.1,2024,1,FIRST BASIN,7100 E Highway 191,Odessa,TX,79765,FISCU,2,Yes,29462,318875539,213146784,277362990,0.15,10.49,76.85,-4.93,-2.22,-6.73,-5.08,2.75,22704
67611,2024.1,2024,1,EDUCATORS,P O BOX 20728,WACO,TX,76702,FISCU,2,No,28358,552067790,162976019,453783473,1.97,17.66,35.91,0.74,-8.25,2.39,-0.68,10.75,22892
67612,2024.1,2024,1,SCOTT AND WHITE EMPLOYEES,P O Box 246,Temple,TX,76503,FISCU,2,No,4602,68178296,34445989,58802450,2.78,13.77,58.58,-10.23,22.16,-6.24,1.12,20.98,22818
67615,2024.1,2024,1,WATERTOWN MUNICIPAL,149 MAIN ST,WATERTOWN,MA,02472,FISCU,1,No,694,10164439,3323418,6721675,0.53,32.96,49.44,-3.36,3.79,-2.27,-2.25,-0.08,24341
67619,2024.1,2024,1,FIRST COMMUNITY,17151 Chesterfield Airport Road,Chesterfield,MO,63005,FISCU,3,No,398586,4350427603,2985136429,3676243588,0.77,8.05,81.2,1.78,13.26,9.51,2.77,7.32,21843
67621,2024.1,2024,1,PAMPA MUNICIPAL,P.O.Box 1259,Pampa,TX,79066,FISCU,2,No,576,4976417,4288974,4326871,1.31,12.46,99.12,0.86,-0.42,1.65,0.52,6.7,22724
67622,2024.1,2024,1,AMERICAN BAPTIST ASSOCIATION,PO Box 489,Angleton,TX,77516,FISCU,2,Yes,402,1610521,1325503,1444553,0.33,10.29,91.76,-12.18,18.94,-11.39,-0.99,-3.37,22733
67624,2024.1,2024,1,OAK FARMS EMPLOYEES,PO BOX 1270,HOUSTON,TX,77251,FISCU,2,Yes,808,4006524,3096437,2894641,0.37,27.52,106.97,0.68,-4.31,0.2,0.75,0.95,22766
67625,2024.1,2024,1,SCHLUMBERGER EMPLOYEES,205 Industrial Blvd,Sugar Land,TX,77478,FISCU,2,No,28214,921161920,248265286,719765125,1.61,21.4,34.49,-3.79,28.42,-1.62,2.07,7.21,22655
67627,2024.1,2024,1,HOUSTON HIGHWAY,PO Box 2248,Houston,TX,77252,FISCU,2,Yes,3386,46141999,28197947,42756585,1.1,8.27,65.95,-6.35,-13.52,-2.54,-2.76,17.65,22716
67630,2024.1,2024,1,MADISON EDUCATION ASSOC.,P O Box 449,Madison,FL,32341,FISCU,2,No,790,6396614,2678580,5377949,0.75,14.76,49.81,0.18,15.73,-0.75,-2.23,2.44,22592
67632,2024.1,2024,1,PINNACLE,"1342 Glenwood Ave SE, Suite 1",Atlanta,GA,30316,FISCU,2,No,6794,87344282,56168882,81985347,-0.15,8.84,68.51,-2.39,-9.07,-9.21,-0.38,0.27,21826
67634,2024.1,2024,1,TRINITY VALLEY TEACHERS,P O Box 303,Palestine,TX,75802,FISCU,2,No,3087,31168622,6746188,22472020,1.23,27.72,30.02,-8.19,16.14,-5.53,-3.47,3.14,22789
67638,2024.1,2024,1,TYLER CITY EMPLOYEES,3711 Frankston Hwy,Tyler,TX,75701,FISCU,2,Yes,3100,27708032,20430838,23239741,0.32,15.95,87.91,1.07,9.67,1.36,3.09,2.4,22955
67639,2024.1,2024,1,AMARILLO POSTAL EMPLOYEES,P.O. 30003,AMARILLO,TX,79120,FISCU,2,Yes,1836,18711063,7483718,16030415,0.0,12.97,46.68,-7.97,3.65,-7.7,1.16,-1.17,22662
67641,2024.1,2024,1,LEHRER INTERESTS,P.O. BOX 428,GARWOOD,TX,77442,FISCU,2,No,99,2021861,449958,1534733,0.18,24.09,29.32,0.99,-3.4,1.11,-2.94,1.5,22830
67642,2024.1,2024,1,MTCU,PO Box 7309,Midland,TX,79708,FISCU,2,Yes,7523,137152021,74160516,124830482,0.87,11.45,59.41,-4.94,-1.82,-3.48,-1.47,7.94,22701
67644,2024.1,2024,1,FIRST CENTRAL,PO Box 21809,Waco,TX,76702,FISCU,2,Yes,19948,171045393,90499962,146020999,1.23,14.77,61.98,11.18,17.43,12.84,2.61,18.54,22953
67645,2024.1,2024,1,SERVICE 1ST,PO Box 8155,Greenville,TX,75404,FISCU,2,No,5113,73097758,38722255,63778960,1.69,12.41,60.71,-10.95,9.56,-8.76,0.63,12.62,22743
67648,2024.1,2024,1,HOOSIER UNITED,1828 N Meridian St Ste 102,Indianapolis,IN,46202,FISCU,2,Yes,3398,34475898,12978963,30578900,1.67,10.73,42.44,-8.73,10.81,-6.93,-5.3,14.21,21619
67649,2024.1,2024,1,MEMBERS,833 N Nolan River Rd,Cleburne,TX,76033,FISCU,2,Yes,8449,100687921,55274966,90413819,1.05,10.63,61.14,-6.61,-5.72,-5.37,2.09,11.42,22782
67651,2024.1,2024,1,INTERCORP,1100 SW 15TH AVE,AMARILLO,TX,79102,FISCU,2,Yes,583,4295253,2972996,3467942,-0.73,18.53,85.73,-1.13,0.57,-0.54,-8.62,0.49,22820
67658,2024.1,2024,1,MEMBERS FIRST,5444 S Staples St,Corpus Christi,TX,78411,FISCU,2,Yes,12658,177187000,75572249,137751615,1.4,21.58,54.86,-0.67,-1.42,1.01,1.91,7.13,23018
67660,2024.1,2024,1,SOUTHERN STAR,16035 W Little York Rd,Houston,TX,77084,FISCU,2,No,2950,18623891,10963603,15964114,-0.22,13.58,68.68,-8.22,2.72,-8.07,0.2,-2.76,22657
67661,2024.1,2024,1,VATAT,614 E 12th St,Austin,TX,78701,FISCU,2,Yes,1062,10764625,9286102,8647550,1.7,16.7,107.38,-4.46,-3.07,-1.35,-1.67,7.71,22715
67664,2024.1,2024,1,COMMUNITYAMERICA,P.O. Box 15950,Lenexa,KS,66285,FISCU,3,No,322069,5310689465,3232934571,4139534064,0.77,9.25,78.1,1.5,8.43,11.71,7.74,8.58,23764
67666,2024.1,2024,1,TNCONNECT,P.O. BOX 52990,KNOXVILLE,TN,37950,FISCU,2,Yes,7078,76498801,59995841,70239721,0.64,7.22,85.42,-2.96,0.84,-2.29,-2.49,7.39,23941
67668,2024.1,2024,1,FLORIDA CENTRAL,P.O. Box 18605,Tampa,FL,33679,FISCU,2,Yes,45922,599408513,385044030,579631509,0.03,7.52,66.43,0.33,-3.36,0.78,-8.62,-0.03,22562
67669,2024.1,2024,1,CITY,7474 FERGUSON RD,DALLAS,TX,75228,FISCU,2,No,35474,680496395,383801777,602730904,0.38,10.36,63.68,9.61,-0.22,9.27,0.41,4.8,22687
67681,2024.1,2024,1,NEIGHBORHOOD,PO Box 803476,Dallas,TX,75380,FISCU,2,No,62086,1113648687,768813994,964082190,0.55,9.73,79.75,-2.89,2.97,1.09,0.65,-3.91,22819
67682,2024.1,2024,1,ATLAS,10107 Hwy 79,Hannibal,MO,63401,FISCU,3,No,155,475321,322687,390836,-0.9,17.46,82.56,-7.33,1.99,-5.67,1.97,2.59,21832
67683,2024.1,2024,1,WORCESTER FIRE DEPT.,34 GLENNIE ST,WORCESTER,MA,01605,FISCU,1,No,2056,45256410,9436391,39451262,0.07,12.73,23.92,-9.77,14.89,-8.52,1.33,0.75,24352
67687,2024.1,2024,1,MACON FIREMEN'S,899 Oglethorpe St,MACON,GA,31201,FISCU,2,No,674,4687138,3357006,3239238,-1.04,30.6,103.64,-3.65,-3.27,-2.0,-0.3,1.67,21768
67688,2024.1,2024,1,MACON-BIBB EMPLOYEES CREDIT UNION,150 Willie Smokie Glover Dr,Macon,GA,31201,FISCU,2,No,930,3569948,2240409,3129114,0.14,12.39,71.6,-2.4,-5.12,-2.81,-5.39,-3.78,21720
67691,2024.1,2024,1,J C FEDERAL EMPLOYEES,PO Box 1003,Jefferson City,MO,65101,FISCU,3,No,589,3045559,2205606,2371183,0.85,21.86,93.02,-3.22,-1.8,-1.38,-1.17,5.65,21848
67695,2024.1,2024,1,ACADEMIC EMPLOYEES,2804 W Ash St,Columbia,MO,65203,FISCU,3,No,1447,14711600,7545532,13859887,1.41,5.74,54.44,-1.41,6.03,-0.68,1.83,14.43,21833
67696,2024.1,2024,1,HARVARD UNIVERSITY EMPLOYEES,104 Mount Auburn St Ste4,Cambridge,MA,02138,FISCU,1,Yes,55433,1225469586,1088882563,846423596,0.01,8.39,128.65,-1.76,6.18,2.9,4.14,1.65,24239
67700,2024.1,2024,1,HIGHWAY ALLIANCE,2010 William St,Jefferson city,MO,65109,FISCU,3,No,1658,26492565,15336727,23504649,0.6,11.11,65.25,-3.21,4.36,-2.53,1.97,3.52,23059
67701,2024.1,2024,1,GREATER EASTERN,PO Box 5130,Johnson City,TN,37602,FISCU,2,Yes,3977,56043171,35593109,48068671,0.18,13.61,74.05,-8.19,8.61,-6.51,-0.92,5.51,23980
67703,2024.1,2024,1,DEXTER PUBLIC SCHOOLS,1031 Brown Pilot Ln,Dexter,MO,63841,FISCU,3,No,682,5044376,4004350,4369370,0.66,12.69,91.65,-10.22,-12.48,-9.04,-0.73,6.13,21839
67708,2024.1,2024,1,ST. JOSEPH TEACHERS',2316 VILLAGE DRIVE,SAINT JOSEPH,MO,64506,FISCU,3,No,1157,8667264,3414553,7889061,0.42,8.81,43.28,-10.62,1.29,-9.6,-2.85,3.38,23101
67709,2024.1,2024,1,QUINCY,100 Quincy Ave,Quincy,MA,02169,FISCU,1,No,37355,712417782,440288511,643367632,0.28,13.45,68.43,-2.08,7.96,-1.04,2.92,5.79,24305
67710,2024.1,2024,1,HAVERHILL FIRE DEPARTMENT,75 Kenoza Ave,Haverhill,MA,01830,FISCU,1,No,1276,24794580,17042542,22415354,-0.01,9.88,76.03,-0.54,8.05,-0.71,3.91,1.1,24241
67713,2024.1,2024,1,LAKESIDE,1008 Broadway,New Johnsonvill,TN,37134,FISCU,2,No,2516,40751507,20842935,34567922,0.66,15.09,60.3,-2.87,14.57,-2.16,-1.06,5.3,23945
67715,2024.1,2024,1,OUR LADY OF SNOWS,268 Highway H,Henley,MO,65040,FISCU,3,No,868,4749354,3152039,4146291,1.19,12.44,76.02,-8.23,-16.27,-10.35,-1.14,38.64,23104
67716,2024.1,2024,1,SOUTHEAST MISSOURI COMMUNITY,312 W Main St,Park Hills,MO,63601,FISCU,3,Yes,1343,7344083,4399877,6605225,-3.19,9.83,66.61,2.49,-4.35,0.25,-4.95,-16.63,21871
67717,2024.1,2024,1,JAX FIRE,2205 Haines St,Jacksonville,FL,32206,FISCU,2,No,2808,45484677,18220853,40745973,0.95,10.2,44.72,2.23,15.52,3.05,-3.8,10.46,22471
67720,2024.1,2024,1,US COMMUNITY,PO Box 140570,Nashville,TN,37214,FISCU,2,Yes,26831,304992952,217520344,266429383,0.46,11.25,81.64,3.65,-1.29,1.98,-2.04,3.71,24040
67725,2024.1,2024,1,FIRST CHOICE,1055 S CONGRESS AVE,WEST PALM BEACH,FL,33406,FISCU,2,Yes,9096,143527046,70120218,133713989,0.61,10.7,52.44,-1.43,2.6,-3.95,-1.82,7.2,22467
67730,2024.1,2024,1,DILLON,2704 N LORRAINE ST,HUTCHINSON,KS,67502,FISCU,3,No,4689,66861205,43951206,57094088,0.87,13.72,76.98,0.52,7.08,1.78,1.76,7.0,22403
67738,2024.1,2024,1,BCBST EMPLOYEES,1 CAMERON HILL CIR,CHATTANOOGA,TN,37402,FISCU,2,No,2144,11046905,3355167,8967749,0.37,17.74,37.41,-16.23,22.02,-10.86,1.9,17.8,23850
67739,2024.1,2024,1,MISSOURI ELECTRIC COOPERATIVES EMPL,P.O. Box 1586,Jefferson City,MO,65102,FISCU,3,No,13075,321349657,211241597,275283449,0.87,10.95,76.74,5.46,4.67,4.41,3.98,7.64,23058
67741,2024.1,2024,1,CREDIT UNION FOR ROBERTSON COUNTY,3564 Tom Austin Hwy,Springfield,TN,37172,FISCU,2,Yes,9747,83922881,59082236,72304110,0.73,11.64,81.71,-4.2,11.23,-1.85,-1.74,9.37,23925
67747,2024.1,2024,1,SCENIC COMMUNITY,4503 Hixson Pike,Hixson,TN,37343,FISCU,2,Yes,14627,158059843,126251067,137149154,0.31,9.8,92.05,7.2,21.23,10.2,4.54,2.84,23868
67748,2024.1,2024,1,HERITAGE SOUTH COMMUNITY CU,P. O. Box 1219,Shelbyville,TN,37162,FISCU,2,Yes,34126,312632341,237298892,260312416,1.78,15.85,91.16,-1.58,9.94,1.02,5.23,4.83,23895
67749,2024.1,2024,1,HTM,P.O. BOX 383,HAVERHILL,MA,01831,FISCU,1,No,1794,27079188,13348942,23248294,0.33,14.16,57.42,-3.18,15.53,-2.51,-0.33,3.05,24246
67750,2024.1,2024,1,ST. AUGUSTINE,PO Box 6,Kelso,MO,63758,FISCU,3,No,458,1645958,1434082,1451832,0.99,11.64,98.78,-0.63,25.54,0.53,1.55,10.11,21873
67757,2024.1,2024,1,YOUR BEST CREDIT UNION,"26 Century Blvd, Ste 3",Nashville,TN,37214,FISCU,2,No,1794,17360654,13781695,15045059,-1.82,13.56,91.6,-11.3,-0.16,-10.17,-2.29,-0.78,24022
67761,2024.1,2024,1,EAST TEXAS PROFESSIONAL,PO Box 6750,Longview,TX,75608,FISCU,2,Yes,99132,1254357940,802413224,1010053823,1.66,17.89,79.44,7.07,10.45,3.0,4.22,9.87,22996
67762,2024.1,2024,1,MARTIN COUNTY COOPERATIVE,201 mill st,loogootee,IN,47553,FISCU,2,No,1182,20011934,16882074,16862377,2.47,15.69,100.12,9.04,11.14,9.64,1.81,13.2,21634
67767,2024.1,2024,1,LOWELL FIREFIGHTERS,642 CHELMSFORD ST,LOWELL,MA,01851,FISCU,1,Yes,1799,27767283,16983209,24189296,0.32,12.43,70.21,-2.29,12.51,-1.91,-0.83,1.34,24262
67770,2024.1,2024,1,MEMBERS 1ST,4702 Mattis Rd,Saint Louis,MO,63128,FISCU,3,No,4234,62961778,41219672,55160011,0.6,9.31,74.73,-5.24,-2.91,-1.47,-1.92,9.04,21831
67776,2024.1,2024,1,BEACON FINANCIAL,1102 W Market St Ste 20,Johnson City,TN,37604,FISCU,2,Yes,2230,31031696,26936240,28827398,-3.18,7.78,93.44,-3.97,-3.32,-5.18,-0.98,-8.5,23967
67778,2024.1,2024,1,CITY EMPLOYEES,1720 WESTERN AVE,KNOXVILLE,TN,37921,FISCU,2,No,8586,111036742,72208091,87523064,2.41,19.75,82.5,-5.08,0.53,-1.81,-0.67,9.53,23873
67779,2024.1,2024,1,P.I.A.S.,305 Plus Park Blvd,Nashville,TN,37217,FISCU,2,No,590,4468094,2485424,3655333,0.07,19.44,67.99,-14.11,0.68,-11.27,-11.41,0.77,24002
67783,2024.1,2024,1,C & R,P.O. BOX 896,CLAY CENTER,KS,67432,FISCU,3,No,746,3756581,2845596,3203504,0.81,14.49,88.83,-12.15,-25.87,-19.29,-4.73,-0.41,22382
67785,2024.1,2024,1,TOPEKA POLICE,320 S KANSAS AVE STE 100,TOPEKA,KS,66603,FISCU,3,No,999,6807302,5523000,5899801,1.32,13.02,93.61,-4.76,-1.45,-3.26,0.6,6.98,22451
67789,2024.1,2024,1,EMPLOYEE RESOURCES,P O BOX 987,LAWRENCEBURG,TN,38464,FISCU,2,Yes,22621,156313172,124293898,140071174,0.65,9.76,88.74,13.72,4.86,15.16,7.02,13.68,23982
67793,2024.1,2024,1,KNOX CO. EMPLOYEES,400 W MAIN ST RM 355,KNOXVILLE,TN,37902,FISCU,2,No,1384,11681759,7098810,9700010,0.36,16.49,73.18,-1.99,3.87,-1.3,-0.57,1.89,23939
67796,2024.1,2024,1,PROCTER & GAMBLE ST. LOUIS EMP.,169 East Grand Ave,Saint Louis,MO,63147,FISCU,3,No,184,845415,658956,677156,1.26,19.88,97.31,-2.33,-2.41,-0.87,1.66,5.94,21867
67797,2024.1,2024,1,ELLIS,PO BOX 105,ELLIS,KS,67637,FISCU,3,No,709,5116055,2076015,4206381,0.43,17.43,49.35,-7.68,1.07,-5.65,0.0,3.81,22394
67799,2024.1,2024,1,SALINA INTERPAROCHIAL,1927 S. OHIO,SALINA,KS,67401,FISCU,3,No,2542,21196042,16739772,14986241,0.9,28.56,111.7,13.25,8.52,10.8,6.58,4.0,22439
67800,2024.1,2024,1,SALINA MUNICIPAL,1939B S OHIO CT,SALINA,KS,67401,FISCU,3,No,355,1700067,934854,1520762,-0.76,10.39,61.47,5.97,38.69,4.77,-1.66,-4.48,22440
67801,2024.1,2024,1,STATIONERY,1402 S 10th St,Saint Joseph,MO,64503,FISCU,3,Yes,1996,16707458,5505681,14665730,0.67,11.98,37.54,-3.53,11.84,-1.73,-4.54,12.65,23102
67804,2024.1,2024,1,VANTAGE,19 Research Park CT,Saint Charles,MO,63304,FISCU,3,No,70537,1183041344,807662402,980267941,-0.09,6.48,82.39,-4.76,8.19,3.25,0.42,-6.05,23100
67812,2024.1,2024,1,MID PLAINS,PO BOX 615,GLASCO,KS,67445,FISCU,3,Yes,256,1204458,953301,985811,0.87,17.46,96.7,-12.25,-14.17,-9.23,-7.91,6.85,22395
67829,2024.1,2024,1,HUTCHINSON POSTAL & COMMUNITY,2306 N MAIN ST,HUTCHINSON,KS,67502,FISCU,3,No,697,5283527,3751785,4371368,-0.89,16.7,85.83,18.12,26.22,15.02,-2.24,1.0,22406
67831,2024.1,2024,1,ALLEN HOSPITAL PERSONNEL,1825 Logan Avenue,Waterloo,IA,50703,FISCU,3,Yes,1339,6082397,3655698,4968530,2.44,17.82,73.58,-1.3,4.8,0.72,-3.88,10.35,23689
67835,2024.1,2024,1,TRANS TEXAS SOUTHWEST,3401 Loop 306,San Angelo,TX,76904,FISCU,2,No,2663,49017386,37010319,42724564,0.63,12.41,86.63,9.85,8.06,9.35,-2.63,4.01,22730
67836,2024.1,2024,1,SHARON & CRESCENT UNITED,30 POND STREET,SHARON,MA,02067,FISCU,1,No,81355,1306050225,869957206,1025452529,0.05,12.29,84.84,0.34,2.12,4.59,-0.38,1.91,24313
67837,2024.1,2024,1,BOSTON FIREFIGHTERS,60 Hallet St,Dorchester,MA,02124,FISCU,1,Yes,11587,422764364,340228280,349106613,0.67,11.64,97.46,1.57,-0.68,-0.43,3.55,5.66,24186
67840,2024.1,2024,1,LYNN POLICE,300 Washington St,Lynn,MA,01902,FISCU,1,No,1017,10584038,4915210,7786279,0.19,27.24,63.13,-11.2,28.61,-8.32,-3.78,0.47,24267
67841,2024.1,2024,1,CITY OF BOSTON,455 West Broadway,South Boston,MA,02127,FISCU,1,Yes,33186,582206152,452191242,511743280,-2.64,7.8,88.36,-6.32,-4.68,-12.92,-0.27,-18.23,24204
67855,2024.1,2024,1,TRI-COUNTY,PO BOX 55,GRINNELL,KS,67738,FISCU,3,No,486,5471888,1050805,4576283,0.53,16.3,22.96,-10.39,-7.54,-8.24,-4.52,4.6,22398
67856,2024.1,2024,1,CREDIT UNION OF DODGE CITY,PO Box 1028,Dodge City,KS,67801,FISCU,3,No,10568,107639284,53885571,94499021,1.27,10.79,57.02,-8.43,-3.35,-6.1,-8.18,10.58,22389
67864,2024.1,2024,1,ST. MARY'S,"46 LIZOTTE DR., PO BOX 729",MARLBOROUGH,MA,01752,FISCU,1,No,53723,997202906,744524594,818718965,0.12,11.29,90.94,-6.57,2.84,-3.35,0.58,3.25,24328
